State,Crop Type,Rainfall,Temperature,Soil Type,Fertilizer Usage,Area,Yield
Uttar Pradesh,Wheat,331.7,31.3,Loamy,153.8,8.83,4.88
West Bengal,Maize,1073.8,23.5,Sandy,110.5,3.0,5.62
Maharashtra,Sugarcane,448.0,20.9,Loamy,,6.81,6.79
Karnataka,Rice,1006.7,28.5,Silt,165.3,4.25,5.71
Karnataka,Pulses,848.3,24.6,Silt,94.4,1.54,3.5
Gujarat,Pulses,932.4,27.6,Clay,183.8,4.12,3.77
Tamil Nadu,Rice,672.1,29.7,Clay,,3.41,5.77
Tamil Nadu,Maize,1095.1,,Clay,122.0,5.66,5.87
Uttar Pradesh,Rice,537.9,20.4,Clay,124.0,4.68,5.77
Bihar,Cotton,1210.4,27.9,Clay,122.8,2.46,4.2
Maharashtra,Wheat,797.7,23.3,Clay,20.0,7.44,4.87
Gujarat,Maize,549.3,26.7,Sandy,112.6,6.68,4.11
Uttar Pradesh,Cotton,1298.7,19.3,Peaty,,7.67,4.78
Gujarat,Sugarcane,883.2,24.7,Silt,185.1,4.97,6.99
Bihar,Sugarcane,1376.9,29.6,Clay,183.4,4.43,6.83
Punjab,Rice,1205.3,29.0,Peaty,154.1,5.91,6.46
Uttar Pradesh,Soybean,700.5,22.1,Clay,110.5,3.35,4.29
West Bengal,Sugarcane,878.8,20.2,Peaty,79.7,4.76,7.45
Andhra Pradesh,Soybean,930.3,26.1,Clay,93.7,4.15,4.31
Karnataka,Cotton,1281.6,28.8,Sandy,197.7,1.58,3.95
Bihar,Pulses,1009.4,28.0,,92.3,4.75,3.74
Karnataka,Maize,944.1,23.4,Silt,25.8,3.62,4.89
Punjab,Soybean,850.0,27.5,Clay,161.2,4.01,4.76
Gujarat,Rice,,33.5,,180.0,5.23,5.58
Andhra Pradesh,Rice,1226.1,27.0,Loamy,186.4,7.05,6.84
Punjab,Cotton,900.9,17.8,Sandy,161.5,2.8,3.36
Andhra Pradesh,Cotton,801.3,27.0,Loamy,168.1,3.83,4.37
Gujarat,Soybean,758.9,36.2,Peaty,122.1,2.97,3.75
Andhra Pradesh,Maize,761.6,19.6,Sandy,36.9,2.84,4.15
Andhra Pradesh,Pulses,549.5,26.1,Silt,121.1,3.31,3.61
Maharashtra,Maize,712.4,24.9,Peaty,144.9,4.11,5.73
Uttar Pradesh,Cotton,1274.6,26.5,Sandy,114.6,5.67,4.3
Tamil Nadu,Pulses,848.4,27.0,Loamy,112.8,5.14,4.63
Andhra Pradesh,Cotton,1076.1,31.7,Clay,81.4,2.39,3.89
Andhra Pradesh,Sugarcane,280.3,26.4,Clay,79.9,7.09,6.68
Karnataka,Pulses,1042.1,32.4,Peaty,193.5,6.39,4.04
Rajasthan,Pulses,859.7,25.4,Peaty,195.0,2.7,3.88
Tamil Nadu,Cotton,779.6,24.2,Sandy,119.9,6.95,3.42
Uttar Pradesh,Maize,945.2,22.7,Peaty,131.3,5.15,5.21
Karnataka,Rice,776.0,16.9,Clay,80.8,4.19,5.81
Bihar,Cotton,369.0,27.4,Silt,145.7,5.22,3.07
Andhra Pradesh,Pulses,1130.6,36.3,Clay,190.4,4.45,3.58
Bihar,Cotton,960.8,28.3,Clay,58.8,5.59,3.94
Andhra Pradesh,Maize,821.5,29.4,Clay,138.6,4.87,5.76
Uttar Pradesh,Wheat,658.5,23.9,Sandy,141.6,3.83,3.64
Gujarat,Maize,532.5,24.8,Clay,141.1,0.5,4.72
Uttar Pradesh,Rice,956.0,30.9,Clay,185.7,5.55,6.42
Punjab,Pulses,1303.4,36.0,Clay,201.4,3.75,3.56
Punjab,Cotton,950.8,33.4,Loamy,110.7,6.06,3.96
Maharashtra,Wheat,554.3,30.0,Peaty,146.9,5.46,4.24
Uttar Pradesh,Wheat,956.3,26.2,Clay,123.4,3.8,4.67
Andhra Pradesh,Soybean,886.7,27.0,Loamy,94.7,6.55,5.58
Andhra Pradesh,Pulses,1116.0,22.2,Sandy,130.8,4.91,3.68
Maharashtra,Soybean,1051.7,18.8,Peaty,146.9,4.83,4.73
Karnataka,Wheat,200.0,20.4,Clay,128.7,4.22,4.44
Punjab,Wheat,1036.3,26.2,Peaty,84.8,7.87,5.15
Tamil Nadu,Rice,649.1,,Silt,101.5,3.07,5.72
Punjab,Soybean,544.6,18.7,Silt,101.8,3.85,3.72
Gujarat,Soybean,852.9,25.8,Clay,86.3,2.03,4.51
Karnataka,Soybean,1002.7,24.4,Loamy,132.5,5.95,5.06
Tamil Nadu,Wheat,489.8,20.1,Clay,136.7,3.34,3.95
Gujarat,Rice,1076.1,24.1,Peaty,159.2,3.56,6.22
Punjab,Pulses,1090.8,24.4,Silt,85.7,3.47,4.28
Punjab,Pulses,911.7,22.9,Silt,96.9,4.63,4.12
Tamil Nadu,Soybean,683.1,30.6,Peaty,182.2,2.0,4.31
Tamil Nadu,Wheat,655.2,16.5,Clay,113.4,0.5,4.05
Maharashtra,Wheat,1156.5,16.1,Clay,121.2,5.42,4.57
Karnataka,Wheat,522.2,26.0,Peaty,113.0,0.5,4.56
Karnataka,Sugarcane,1166.1,26.5,Sandy,165.3,6.21,6.67
Maharashtra,Soybean,858.7,28.0,Clay,166.9,7.62,5.24
Gujarat,Sugarcane,,23.3,Clay,164.5,4.17,7.04
Rajasthan,Rice,473.0,21.4,Peaty,121.1,7.1,5.75
Gujarat,Soybean,863.3,26.0,Loamy,85.1,4.45,4.42
Rajasthan,Wheat,1053.4,23.8,Loamy,197.0,7.7,6.27
Tamil Nadu,Soybean,565.9,33.8,Silt,154.3,3.59,3.32
West Bengal,Pulses,1024.7,24.4,Loamy,101.7,0.5,4.07
Bihar,Soybean,922.3,25.7,Loamy,177.0,4.34,5.95
Tamil Nadu,Pulses,739.1,38.4,Peaty,98.6,7.92,2.9
Andhra Pradesh,Sugarcane,1113.7,25.0,Sandy,176.4,5.57,7.35
Karnataka,Cotton,349.4,28.8,Silt,179.1,3.47,3.45
Bihar,Maize,986.7,29.2,Sandy,83.1,5.16,5.29
Bihar,Pulses,1304.9,29.7,Loamy,143.3,6.44,4.75
Bihar,Sugarcane,1260.0,27.4,Loamy,151.3,4.33,7.65
Andhra Pradesh,Rice,997.5,27.0,Silt,224.6,9.75,7.16
Uttar Pradesh,Pulses,824.6,26.5,Loamy,90.3,3.47,4.12
Andhra Pradesh,Wheat,741.0,23.1,Sandy,177.3,6.51,4.71
Karnataka,Sugarcane,824.3,27.6,Clay,120.7,6.02,6.61
Rajasthan,Rice,1036.0,36.1,Clay,70.3,3.1,5.01
West Bengal,Sugarcane,698.2,32.1,,115.2,3.65,6.21
Uttar Pradesh,Maize,1089.4,27.5,Silt,120.1,6.54,6.05
Bihar,Cotton,1433.3,30.3,Silt,77.6,4.79,3.77
West Bengal,Sugarcane,884.5,21.7,Clay,132.5,5.18,7.09
Rajasthan,Soybean,563.9,24.7,Clay,158.3,1.23,3.96
Bihar,Maize,563.8,30.7,Silt,129.5,5.81,5.21
Maharashtra,Pulses,1094.1,,Loamy,,5.07,3.9
West Bengal,Cotton,885.1,22.1,Clay,114.1,4.37,4.05
Karnataka,Rice,1119.2,23.6,Silt,119.8,5.22,6.03
Bihar,Wheat,766.6,36.9,Silt,128.7,3.68,3.17
Uttar Pradesh,Rice,1107.7,26.5,Loamy,164.4,3.32,6.76
West Bengal,Sugarcane,860.4,35.1,Silt,130.9,4.02,5.4
West Bengal,Cotton,716.9,27.0,Sandy,,3.57,3.36
West Bengal,Maize,799.8,27.2,Clay,97.5,8.86,5.78
Uttar Pradesh,Cotton,600.7,24.5,Silt,126.6,6.32,4.7
Maharashtra,Soybean,1397.3,30.7,Peaty,165.0,2.56,4.92
Bihar,Sugarcane,875.9,32.8,Sandy,171.9,8.57,6.08
Rajasthan,Wheat,1061.1,20.8,,191.0,3.63,5.23
Gujarat,Wheat,765.8,24.2,Clay,125.2,4.56,4.32
Maharashtra,Cotton,637.0,30.6,Sandy,150.5,6.29,3.07
Rajasthan,Maize,841.5,25.4,Loamy,61.8,0.56,5.08
West Bengal,Soybean,,23.5,Sandy,137.2,4.03,4.2
Gujarat,Sugarcane,769.8,31.0,Loamy,77.0,3.35,6.03
Gujarat,Soybean,682.4,31.5,Loamy,117.5,4.91,4.77
Tamil Nadu,Sugarcane,938.9,23.8,Sandy,241.2,5.24,6.75
Andhra Pradesh,Maize,1024.8,27.1,Silt,132.1,4.35,5.57
Punjab,Sugarcane,1310.7,20.0,Peaty,85.4,4.25,6.91
Tamil Nadu,Sugarcane,988.4,21.5,Loamy,136.3,6.63,7.41
Punjab,Soybean,1061.0,26.6,Clay,99.3,5.1,5.05
Karnataka,Rice,1079.8,26.2,Sandy,81.6,4.58,5.52
Uttar Pradesh,Sugarcane,611.7,21.2,Sandy,204.1,4.8,6.35
Karnataka,Rice,659.2,22.4,Peaty,162.7,8.17,6.01
Tamil Nadu,Soybean,629.0,20.7,,133.8,4.85,4.32
Maharashtra,Soybean,567.0,28.3,Sandy,104.3,3.47,4.15
Andhra Pradesh,Sugarcane,1098.9,16.2,Loamy,107.6,0.68,6.61
Punjab,Pulses,972.5,20.9,Loamy,181.7,1.63,4.61
Andhra Pradesh,Cotton,919.9,16.7,Loamy,132.3,3.57,4.02
West Bengal,Wheat,251.8,28.1,Silt,20.0,4.28,4.06
Rajasthan,Sugarcane,1413.9,17.0,Clay,216.8,3.39,6.6
Karnataka,Soybean,676.4,26.2,Clay,127.3,5.2,3.98
Maharashtra,Wheat,1413.0,34.2,Silt,133.7,3.36,4.09
Rajasthan,Wheat,537.7,34.4,Peaty,163.5,2.67,4.01
Gujarat,Rice,696.9,17.0,Sandy,138.6,5.73,4.82
Gujarat,Soybean,349.3,27.5,Peaty,149.9,7.24,5.16
Maharashtra,Cotton,990.5,21.1,Silt,103.1,2.29,4.4
Gujarat,Pulses,624.7,20.0,Silt,70.8,4.99,3.27
Tamil Nadu,Pulses,,25.4,Peaty,131.2,0.69,4.0
Bihar,Cotton,,32.1,Loamy,177.3,1.55,3.47
Uttar Pradesh,Sugarcane,1094.3,29.0,Silt,94.1,3.32,6.94
Karnataka,Maize,1077.9,22.4,,90.9,6.77,6.22
Punjab,Wheat,1353.0,29.5,Peaty,168.8,2.94,5.89
Bihar,Maize,728.6,14.8,Sandy,101.7,2.87,3.51
Karnataka,Sugarcane,954.7,22.2,Silt,103.6,4.57,7.15
Tamil Nadu,Rice,577.7,21.9,Peaty,105.1,4.57,5.21
Gujarat,Rice,816.2,26.4,Peaty,117.4,2.93,6.47
Bihar,Wheat,770.3,25.0,Peaty,57.1,8.47,5.35
Punjab,Soybean,1016.1,25.3,Peaty,98.4,3.97,4.96
Bihar,Pulses,1154.3,25.1,Clay,129.2,4.73,3.68
Karnataka,Soybean,1147.8,26.1,Silt,128.9,3.7,4.66
Maharashtra,Maize,689.3,28.7,Sandy,166.3,5.38,5.34
Punjab,Sugarcane,1149.6,26.7,Peaty,193.6,6.97,7.45
Rajasthan,Pulses,889.0,24.6,Peaty,180.5,7.83,4.89
Rajasthan,Sugarcane,818.9,28.0,Peaty,156.6,2.98,6.92
Uttar Pradesh,Maize,722.9,30.1,Sandy,114.1,6.7,5.16
Andhra Pradesh,Maize,,23.2,Sandy,95.1,5.6,5.0
Karnataka,Soybean,1335.6,25.7,Loamy,120.7,6.45,5.22
Andhra Pradesh,Cotton,976.9,31.8,Silt,143.4,4.32,3.89
Andhra Pradesh,Soybean,943.7,20.5,Sandy,152.9,4.13,4.66
Gujarat,Pulses,834.4,35.0,Sandy,144.9,6.37,2.94
Punjab,Wheat,1511.5,19.3,Silt,115.2,6.41,5.32
Uttar Pradesh,Soybean,1226.3,24.3,Peaty,151.5,7.63,6.27
Tamil Nadu,Maize,719.7,21.2,Loamy,170.4,4.9,6.06
Rajasthan,Cotton,,36.9,Sandy,155.2,4.29,2.69
Tamil Nadu,Rice,846.4,23.5,Silt,118.7,0.5,5.52
Bihar,Maize,936.5,23.5,Peaty,86.6,1.28,5.62
Uttar Pradesh,Maize,724.7,24.1,Silt,85.7,3.71,5.43
Uttar Pradesh,Wheat,1009.7,26.5,Silt,92.8,2.3,4.1
Andhra Pradesh,Soybean,1263.0,24.4,Peaty,130.3,6.13,5.52
Maharashtra,Rice,571.6,25.3,Peaty,140.8,1.88,5.7
Uttar Pradesh,Maize,618.0,10.0,Silt,63.4,3.5,2.58
Maharashtra,Rice,779.2,26.3,Clay,99.8,3.58,5.75
Uttar Pradesh,Rice,790.8,26.1,Sandy,129.7,6.91,5.09
West Bengal,Maize,1399.6,31.2,Silt,84.0,3.28,4.68
Maharashtra,Pulses,1150.4,32.5,Loamy,137.4,5.4,4.62
Andhra Pradesh,Pulses,1136.1,25.1,Silt,107.7,4.89,4.42
Karnataka,Maize,833.9,30.1,Sandy,91.1,6.31,3.97
Gujarat,Cotton,828.4,20.5,Peaty,122.1,6.2,4.21
Maharashtra,Pulses,537.1,29.8,Clay,135.7,4.43,3.94
Punjab,Rice,1095.4,23.1,Peaty,86.1,1.11,5.86
Maharashtra,Pulses,1022.8,20.1,Sandy,110.3,4.04,3.89
Bihar,Wheat,1221.5,25.1,Sandy,138.7,4.46,5.31
Karnataka,Rice,847.3,33.0,Silt,89.5,5.07,4.78
Rajasthan,Maize,,26.9,Sandy,53.7,3.02,4.65
Andhra Pradesh,Wheat,942.5,33.5,Peaty,58.5,6.78,4.53
Gujarat,Soybean,1123.0,22.3,Loamy,103.3,4.53,4.65
Uttar Pradesh,Soybean,532.4,31.2,Silt,67.3,2.66,3.17
Andhra Pradesh,Maize,1084.0,22.7,Peaty,106.1,3.58,5.47
Maharashtra,Soybean,894.9,27.1,Clay,186.6,8.36,4.82
Gujarat,Soybean,635.3,27.1,Clay,64.9,5.83,4.56
Bihar,Soybean,378.8,29.3,,108.7,6.6,4.12
Maharashtra,Soybean,865.9,27.3,Silt,205.3,2.42,4.67
Punjab,Sugarcane,1261.9,22.3,Peaty,136.3,3.12,7.55
Bihar,Wheat,1318.7,30.4,Silt,105.3,3.14,4.87
Andhra Pradesh,Pulses,988.8,34.7,Silt,113.7,4.87,3.42
Bihar,Sugarcane,1390.5,23.1,Sandy,137.2,4.15,6.77
Rajasthan,Pulses,889.3,16.8,Silt,187.8,3.52,3.23
Uttar Pradesh,Pulses,1138.3,,Clay,98.8,3.77,4.79
Bihar,Rice,787.2,24.3,Sandy,89.7,2.91,4.44
Karnataka,Maize,771.4,25.3,Loamy,64.8,4.14,4.94
Karnataka,Rice,730.6,28.8,Loamy,124.1,6.73,6.36
Karnataka,Wheat,384.9,23.7,Peaty,63.8,1.47,4.38
Gujarat,Pulses,1221.8,24.7,Peaty,101.4,5.19,4.13
Andhra Pradesh,Pulses,739.6,25.5,Sandy,83.7,7.26,3.26
Punjab,Pulses,699.6,33.3,Loamy,163.0,4.13,3.29
Karnataka,Pulses,605.0,26.2,Loamy,99.7,3.44,4.38
Karnataka,Sugarcane,848.9,19.8,Loamy,135.9,6.35,7.52
Gujarat,Cotton,1340.9,20.0,Silt,55.8,2.53,4.62
West Bengal,Pulses,1423.4,26.7,Clay,125.3,4.45,4.01
Rajasthan,Cotton,,20.4,Clay,71.9,2.42,3.02
Maharashtra,Sugarcane,811.4,18.2,Peaty,103.0,0.76,5.66
Gujarat,Rice,641.4,29.2,Peaty,208.4,4.2,6.4
Uttar Pradesh,Soybean,1147.1,29.4,Silt,,1.97,4.62
Uttar Pradesh,Soybean,971.6,24.2,Clay,114.9,4.48,4.82
Andhra Pradesh,Sugarcane,740.9,27.5,Sandy,248.0,6.73,6.64
West Bengal,Cotton,918.1,26.9,Clay,,8.21,4.48
